CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Drug.Plan.Quality.Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins., Special Needs Plan (SNP) Care Management,Contract_Type,Year
H1230,0,5,5,5,0,5,5,3,3,5,0,0,0,5,5,5,5,5,5,4,1,4,4,2,5,4,5,5,4,5,0,5,4,0,0,0,0,0,0,5,0,0,5,0,5,3,0,5,5,5,5,5,4,4,4,0,MA PD,2015
H1264,0,5,5,5,0,3,4,1,2,3,3,2,3,2,2,5,2,2,2,3,0,4,3,2,1,2,1,2,3,3,0,3,2,5,5,0,0,0,0,1,4,0,3,0,3,5,0,4,2,5,5,5,1,1,2,1,MA PD,2015
H1286,0,5,5,4,0,2,4,2,2,4,0,0,0,3,4,4,4,3,4,4,1,2,4,4,5,3,4,2,5,4,0,5,4,5,4,0,0,0,0,3,0,0,4,0,5,4,0,1,4,4,2,4,4,4,4,0,MA PD,2015
H1291,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,4,3,0,PART D,2015
H1302,0,3,3,1,0,1,4,3,2,1,0,0,0,2,2,3,3,3,3,4,2,2,4,4,4,5,4,4,4,5,0,4,4,3,2,0,0,0,0,2,0,0,5,0,4,4,0,2,4,5,2,4,3,4,4,0,MA PD,2015
H1303,0,3,3,2,0,3,4,3,2,4,0,0,0,3,2,4,3,2,3,4,2,3,3,4,5,3,4,2,4,5,0,4,4,5,4,0,0,0,0,2,0,0,5,0,4,3,0,4,5,4,2,4,3,3,4,0,MA PD,2015
H1304,0,4,4,3,0,4,4,3,2,2,0,0,0,1,4,4,3,2,3,4,3,2,2,5,4,5,4,2,4,5,0,5,4,0,0,0,0,0,0,1,4,0,5,0,5,3,0,2,4,5,2,4,4,3,4,0,MA PD,2015
H1350,0,3,3,3,0,3,5,3,2,2,5,5,5,2,4,4,4,4,4,4,2,4,4,5,5,5,4,5,4,5,0,5,4,3,3,0,0,0,0,2,3,0,5,0,5,5,0,5,5,5,2,4,5,5,4,4,MA PD,2015
H1365,0,5,5,4,0,4,5,4,3,4,0,0,0,0,5,5,5,4,4,0,3,1,3,4,5,5,5,5,4,5,0,4,5,0,0,0,0,0,0,5,0,0,5,0,4,4,0,4,4,5,5,4,4,4,4,0,MA PD,2015
H1406,0,5,5,5,0,3,4,2,3,5,0,0,0,1,4,5,4,5,4,4,2,3,3,3,4,2,4,4,5,4,0,5,5,5,5,0,0,0,0,4,4,0,4,0,5,4,0,4,4,4,5,4,4,3,3,5,MA PD,2015
H1415,0,4,4,5,0,1,5,2,3,5,4,3,3,2,4,4,3,3,1,4,1,4,3,4,4,4,4,4,5,3,0,4,2,5,3,0,0,0,0,5,0,0,3,0,4,3,0,4,3,5,5,4,3,2,2,1,MA PD,2015
H1416,0,4,4,4,0,1,5,2,4,4,3,1,3,1,3,5,3,2,3,4,1,4,2,1,1,1,2,1,2,4,0,4,3,4,5,0,0,0,0,3,3,0,4,0,4,3,0,2,1,5,5,4,2,2,2,1,MA PD,2015
H1417,0,4,4,5,0,4,5,2,2,5,0,0,0,3,4,4,3,4,4,4,2,3,3,4,5,5,5,5,5,5,0,5,4,5,2,0,0,0,0,5,0,0,5,0,5,5,0,5,4,4,2,3,5,5,4,0,MA PD,2015
H1418,0,4,4,4,0,3,5,2,2,4,0,0,0,1,4,4,3,4,5,3,2,3,2,4,5,2,4,2,4,4,0,4,4,5,0,0,0,0,0,3,0,0,4,0,4,5,0,4,3,4,5,3,4,4,4,0,MA PD,2015
H1419,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,2,3,0,PART D,2015
H1463,0,5,5,4,0,5,4,2,1,5,0,0,0,3,4,4,4,5,4,5,2,4,3,4,5,5,5,5,4,5,0,5,3,5,1,0,0,0,0,5,0,0,5,0,5,3,0,5,4,4,2,3,5,5,4,0,MA PD,2015
H1468,0,5,5,5,0,4,4,3,2,5,0,0,0,2,4,4,5,5,5,4,2,4,1,5,5,4,5,5,5,5,0,5,5,5,0,0,0,0,0,5,0,0,5,0,5,5,0,5,3,4,5,4,5,5,5,0,MA PD,2015
H1509,0,5,5,4,0,3,4,3,2,2,0,0,0,2,4,4,3,4,4,4,2,3,3,4,4,3,4,2,4,5,0,5,3,5,4,0,0,0,0,3,4,0,5,0,5,5,0,4,4,4,2,3,4,3,3,0,MA PD,2015
H1510,0,4,4,4,0,4,5,2,2,4,0,0,0,2,2,4,4,4,4,4,1,2,3,4,4,2,5,4,4,5,0,5,5,5,0,0,0,0,0,3,5,0,5,0,5,5,0,4,3,4,5,3,5,4,4,0,MA PD,2015
H1517,0,4,4,3,0,3,5,3,1,4,0,0,0,3,1,4,3,3,4,4,2,2,3,3,4,3,4,2,4,3,0,3,3,3,0,0,0,0,0,5,0,0,3,0,3,1,0,2,2,4,3,3,3,3,3,0,MA PD,2015
H1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,2,0,4,5,0,PART D,2015
H1595,0,5,5,5,0,5,4,3,2,4,0,0,0,0,4,4,5,4,4,0,3,3,2,5,4,4,4,4,4,5,0,4,4,0,0,0,0,0,0,5,0,0,5,0,4,3,0,4,4,5,4,3,4,4,4,0,MA PD,2015
H1607,0,4,4,3,0,5,5,1,3,4,0,0,0,2,3,4,4,3,4,4,2,3,4,4,4,5,4,4,4,4,0,5,4,3,3,0,0,0,0,4,0,0,4,0,5,5,0,1,1,4,3,3,4,4,4,0,MA PD,2015
H1608,0,4,4,4,0,3,5,3,1,5,0,0,0,3,5,4,5,4,5,5,2,2,3,4,4,4,4,4,4,5,0,5,4,5,3,0,0,0,0,1,0,0,5,0,5,5,0,4,3,4,4,4,5,4,4,0,MA PD,2015
H1609,0,4,4,4,0,4,4,3,1,5,0,0,0,3,5,4,5,5,5,5,3,3,4,3,5,3,4,4,4,5,0,4,4,5,0,0,0,0,0,5,0,0,5,0,4,4,0,4,4,4,4,3,5,4,4,0,MA PD,2015
H1651,0,5,5,5,0,5,5,3,1,5,0,0,0,0,5,4,5,5,5,0,2,2,0,5,5,5,5,5,5,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PART C,2015
H1659,0,5,5,4,0,3,0,0,2,2,0,0,0,0,2,4,1,1,1,0,1,1,1,4,4,5,4,4,4,4,0,5,0,0,0,0,0,0,0,2,0,0,4,0,5,1,0,2,3,5,5,3,3,3,3,0,MA PD,2015
H1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5,3,3,3,2,4,0,PART D,2015
H1716,0,4,4,2,0,4,5,3,3,5,0,0,0,2,3,4,3,3,4,4,2,2,3,4,4,2,4,4,5,3,0,3,4,4,0,0,0,0,0,5,0,0,3,0,3,4,0,4,2,4,5,4,4,4,4,0,MA PD,2015
H1777,0,0,0,1,0,0,0,0,0,5,5,5,4,1,4,5,2,3,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,5,0,5,4,0,0,0,5,3,2,5,2,4,5,PART D,2015
H1846,0,0,0,0,0,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,5,5,5,4,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,5,4,4,3,4,4,4,3,0,PART D,2015
H1849,0,4,4,4,0,2,4,2,1,4,0,0,0,1,3,4,4,4,4,2,1,3,3,2,4,3,4,2,4,4,0,4,3,2,0,0,0,0,0,3,0,0,4,0,4,3,0,2,3,4,3,2,3,3,3,0,MA PD,2015
H1903,0,5,5,4,0,3,2,2,2,3,3,1,3,0,2,4,1,1,3,2,2,3,2,3,1,3,2,2,3,4,0,3,3,3,5,0,0,0,0,3,3,0,4,0,3,4,0,2,2,5,3,4,1,1,2,1,MA PD,2015
H1906,0,5,5,4,0,3,5,1,1,2,0,0,0,0,1,4,3,4,4,0,3,3,1,5,2,4,4,5,4,4,0,5,4,5,0,0,0,0,0,5,0,0,4,0,5,4,0,5,4,4,4,4,3,3,3,0,MA PD,2015
H1944,0,5,5,5,0,4,5,2,3,4,0,0,0,2,4,5,3,4,4,4,1,4,3,4,4,2,2,2,4,3,0,4,5,5,5,0,0,0,0,2,0,0,3,0,4,5,0,2,4,4,4,4,4,3,4,0,MA PD,2015
H1951,0,5,5,4,0,3,4,2,1,5,5,5,5,2,4,4,4,4,5,4,2,3,3,4,4,3,4,5,4,5,0,5,4,5,3,0,0,0,0,3,5,0,5,0,5,5,0,4,2,4,4,4,3,3,3,4,MA PD,2015
H1961,0,5,5,5,0,3,4,2,2,5,5,5,5,5,5,5,4,4,4,3,2,4,3,4,2,5,4,5,3,5,0,5,4,3,5,0,0,0,0,4,1,0,5,0,5,5,0,4,4,5,3,4,2,2,3,4,MA PD,2015
H1994,0,3,3,4,0,3,0,0,0,5,0,0,0,0,4,5,5,5,4,5,0,0,5,5,4,5,5,4,4,5,0,5,0,0,0,0,0,0,0,2,1,0,5,0,5,0,0,2,5,5,3,5,3,3,3,0,MA PD,2015
H2001,0,5,5,4,0,5,4,3,3,4,0,0,0,1,5,4,4,4,4,4,1,2,3,5,5,4,4,2,4,5,0,4,4,5,0,0,0,0,0,3,0,0,5,0,4,3,0,4,5,4,4,3,5,4,4,0,MA PD,2015
H2012,0,5,5,4,0,3,5,2,2,4,5,5,5,2,2,4,3,4,4,4,1,2,3,4,4,1,4,4,4,4,0,4,4,5,4,0,0,0,0,4,5,0,4,0,4,5,0,4,3,4,5,4,4,3,3,4,MA PD,2015
H2029,0,5,5,5,0,1,4,3,3,1,0,0,0,0,3,4,1,1,4,0,0,4,3,2,1,1,3,3,2,3,0,3,5,5,0,0,0,0,0,5,0,0,3,0,3,4,0,2,3,4,5,5,1,1,1,0,MA PD,2015
H2034,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,2,5,5,PART D,2015
H2108,0,4,4,4,0,2,5,2,2,5,4,4,4,3,5,4,3,3,3,3,2,4,2,2,3,1,2,1,2,3,0,3,4,5,4,0,0,0,0,5,0,0,3,0,3,4,0,1,2,5,4,4,2,1,2,4,MA PD,2015
H2111,0,4,4,4,0,1,3,2,1,2,4,4,4,1,4,4,3,4,1,0,1,5,4,2,2,2,2,2,2,5,0,5,3,5,0,0,0,0,0,3,0,0,5,0,5,2,0,4,0,5,2,1,3,2,3,4,MA PD,2015
H2112,0,4,4,4,0,3,5,3,2,3,0,0,0,2,3,4,3,4,4,4,2,4,2,4,3,4,2,1,3,3,0,5,4,4,5,0,0,0,0,3,5,0,3,0,5,3,0,1,4,5,4,4,3,3,3,0,MA PD,2015
H2150,0,5,5,5,0,5,5,2,3,5,0,0,0,5,5,5,5,5,5,4,2,4,0,4,4,4,5,5,4,4,0,5,5,5,4,0,0,0,0,5,0,0,4,0,5,3,0,5,5,5,5,5,4,4,4,0,MA PD,2015
H2161,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,3,4,4,PART D,2015
H2165,0,4,4,4,0,3,5,1,1,4,3,3,3,0,3,4,2,2,1,2,1,3,4,3,4,4,4,2,5,3,0,3,3,4,0,0,0,0,0,5,0,0,3,0,3,3,0,4,4,5,2,4,3,2,3,4,MA PD,2015
H2174,0,4,4,2,0,3,5,1,3,5,3,1,4,1,4,3,1,1,4,4,2,4,2,2,4,4,4,4,3,5,0,5,2,4,3,0,0,0,0,2,0,0,5,0,5,3,0,4,4,5,2,3,5,3,4,1,MA PD,2015
H2224,0,5,5,5,0,5,4,3,2,4,5,5,4,1,5,5,3,4,4,4,2,5,2,1,1,3,4,4,1,5,0,5,4,0,0,0,0,0,0,4,2,0,5,0,5,2,0,4,1,4,2,3,5,3,4,5,MA PD,2015
H2225,0,2,2,4,0,5,5,3,4,4,3,5,5,1,5,5,3,3,4,4,3,5,4,4,4,4,5,5,5,5,0,5,4,0,0,0,0,0,0,3,0,0,5,0,5,3,0,5,5,5,2,4,5,4,4,5,MA PD,2015
H2226,0,5,5,5,0,4,4,3,3,3,4,5,5,1,5,4,3,4,3,2,2,5,3,2,2,2,4,4,3,5,0,4,4,3,0,0,0,0,0,4,0,0,5,0,4,5,0,4,4,4,2,3,4,3,3,5,MA PD,2015
H2228,0,0,0,5,0,0,0,0,1,5,5,5,5,1,5,4,4,5,0,0,0,5,4,0,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,5,0,0,5,0,5,5,0,0,0,5,4,1,5,5,5,5,MA PD,2015
H2230,0,5,5,5,0,5,5,3,3,4,0,0,0,2,5,5,5,5,4,3,2,4,3,5,4,5,4,5,5,5,0,5,4,4,4,0,0,0,0,5,2,0,5,0,5,5,0,4,3,4,4,4,5,5,4,0,MA PD,2015
H2237,0,5,5,4,0,2,4,1,2,3,4,5,5,3,4,4,2,2,4,4,0,5,1,3,5,2,4,4,4,5,0,5,5,0,0,0,0,0,0,5,0,0,5,0,5,3,0,4,3,5,3,4,3,1,3,1,MA PD,2015
H2241,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,4,5,4,5,1,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,4,5,4,2,3,5,3,3,0,PART D,2015
H2256,0,5,5,5,0,5,5,3,3,5,0,0,0,2,5,5,5,5,5,4,3,4,3,5,4,5,5,5,4,5,0,5,4,5,5,0,0,0,0,1,3,0,5,0,5,5,0,5,5,5,4,3,5,5,4,1,MA PD,2015
H2261,0,5,5,5,0,5,4,3,2,5,0,0,0,3,5,5,5,5,4,4,2,4,3,5,5,5,5,5,5,5,0,5,4,0,0,0,0,0,0,4,5,0,5,0,5,5,0,4,2,4,4,2,5,4,4,0,MA PD,2015
H2312,0,4,4,5,0,4,5,3,2,5,0,0,0,2,4,5,4,4,4,4,2,4,3,3,4,2,4,4,2,4,0,5,2,4,4,0,0,0,0,3,4,0,4,0,5,5,0,4,4,5,4,4,4,4,4,0,MA PD,2015
H2320,0,5,5,5,0,4,5,3,3,5,0,0,0,3,5,5,5,5,5,4,3,1,4,4,5,5,5,4,4,5,0,5,3,4,4,0,0,0,0,5,4,0,5,0,5,3,0,4,4,5,4,4,4,4,4,0,MA PD,2015
H2322,0,4,4,4,0,5,4,2,2,2,0,0,0,1,4,4,3,2,3,3,2,3,4,5,4,2,4,2,3,3,0,5,3,0,0,0,0,0,0,3,0,0,3,0,5,3,0,2,4,5,4,3,4,4,4,0,MA PD,2015
H2323,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,1,0,0,0,0,5,0,0,1,0,2,1,0,0,0,4,1,2,4,2,4,1,PART D,2015
H2354,0,5,5,4,0,4,5,2,2,5,5,5,5,3,5,4,4,5,4,4,2,3,4,4,4,3,4,4,2,5,0,5,1,3,0,0,0,0,0,5,0,0,5,0,5,3,0,3,4,4,5,3,4,4,4,4,MA PD,2015
H2406,0,0,0,5,0,0,4,3,1,5,5,5,5,1,5,4,4,5,0,0,0,5,4,0,0,0,0,0,0,5,0,5,5,4,0,0,0,0,0,3,0,0,5,0,5,5,0,0,0,5,1,1,5,5,5,5,MA PD,2015
H2416,0,2,2,2,0,5,5,2,2,2,1,4,4,1,4,2,1,1,4,0,3,5,3,4,5,5,5,5,4,5,0,5,2,0,0,0,0,0,0,3,5,0,5,0,5,3,0,5,5,5,2,1,5,5,5,4,MA PD,2015
H2417,0,0,0,0,0,0,5,1,1,0,3,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,5,5,5,4,PART D,2015
H2419,0,5,5,3,0,5,5,2,1,4,4,3,5,1,5,4,3,4,5,0,1,5,3,3,5,4,4,4,4,5,0,5,3,0,0,0,0,0,0,5,0,0,5,0,5,2,0,4,3,5,3,1,5,4,5,4,MA PD,2015
H2422,0,4,4,4,0,5,5,1,2,5,5,5,5,1,5,4,5,5,5,0,2,5,4,4,5,4,4,5,5,5,0,5,4,0,0,0,0,0,0,5,0,0,5,0,5,4,0,5,3,5,3,2,5,4,4,5,MA PD,2015
H2425,0,5,5,4,0,4,4,2,1,3,3,5,4,1,4,4,3,4,4,4,2,4,2,5,5,4,4,4,5,5,0,4,3,5,3,0,0,0,0,3,2,0,5,0,4,3,0,2,4,5,3,2,5,5,5,1,MA PD,2015
H2450,0,4,4,5,0,5,5,3,2,4,0,0,0,1,5,4,5,5,5,5,2,2,0,5,5,5,4,5,5,5,0,5,4,4,5,0,0,0,0,4,2,0,5,0,5,5,0,4,5,5,5,3,5,5,5,0,MA PD,2015
H2456,0,4,4,4,0,4,4,2,2,4,4,5,5,1,4,4,3,4,4,3,2,5,2,3,5,4,4,4,4,5,0,5,3,0,0,0,0,0,0,1,4,0,5,0,5,3,0,4,4,4,3,2,4,3,4,4,MA PD,2015
H2458,0,3,3,4,0,4,5,2,2,5,5,3,4,1,4,4,4,5,5,3,2,5,3,3,4,3,4,4,4,5,0,5,4,0,0,0,0,0,0,4,0,0,5,0,5,4,0,4,3,5,3,2,5,4,4,4,MA PD,2015
H2459,0,5,5,5,0,5,5,3,2,4,0,0,0,1,4,4,3,4,4,5,1,2,3,5,5,5,5,5,5,5,0,5,4,5,3,0,0,0,0,3,3,0,5,0,5,4,0,4,5,4,4,3,5,5,5,0,MA PD,2015
H2461,0,5,5,5,0,5,5,2,2,4,0,0,0,0,5,4,2,4,4,0,2,2,0,5,5,4,5,5,5,5,0,5,4,5,2,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,PART C,2015
H2462,0,5,5,5,0,5,5,2,2,5,0,0,0,1,5,5,5,5,5,5,2,3,0,5,5,5,5,5,5,5,0,5,3,5,5,0,0,0,0,4,4,0,5,0,5,5,0,5,5,5,4,2,5,5,5,0,MA PD,2015
H2486,0,4,4,3,0,3,5,4,3,5,0,0,0,1,2,4,4,4,4,3,1,2,3,3,5,2,4,2,5,3,0,3,5,5,0,0,0,0,0,3,0,0,3,0,3,4,0,4,2,4,5,5,4,3,3,0,MA PD,2015
H2491,0,5,5,5,0,3,4,3,3,2,4,3,4,0,4,4,3,2,3,2,1,5,4,1,1,1,2,2,2,4,0,5,4,5,0,0,0,0,0,1,5,0,4,0,5,5,0,2,2,5,4,5,2,1,2,1,MA PD,2015
H2593,0,5,5,5,0,3,4,1,3,5,5,5,5,3,4,5,4,4,5,4,1,3,4,1,1,4,1,4,1,4,0,4,4,5,4,0,0,0,0,5,0,0,4,0,4,5,0,4,3,5,4,5,3,3,3,4,MA PD,2015
H2610,0,5,5,5,0,5,4,2,3,5,0,0,0,2,4,5,5,4,4,3,2,3,4,5,5,5,5,5,5,5,0,5,4,5,3,0,0,0,0,5,5,0,5,0,5,5,0,5,5,5,5,4,4,4,4,0,MA PD,2015
H2611,0,4,4,4,0,3,5,3,2,5,0,0,0,3,4,4,4,4,4,5,1,2,2,4,4,4,4,2,4,3,0,4,3,5,4,0,0,0,0,5,0,0,3,0,4,5,0,4,5,5,3,3,4,3,3,0,MA PD,2015
H2649,0,5,5,3,0,4,4,3,2,5,5,5,5,2,4,4,4,4,4,3,2,2,3,4,4,3,4,4,4,3,0,5,2,5,0,0,0,0,0,4,5,0,3,0,5,3,0,4,2,4,5,4,4,3,4,5,MA PD,2015
H2654,0,4,4,4,0,4,5,3,2,4,0,0,0,2,2,4,3,4,3,3,1,3,4,4,4,3,4,4,5,4,0,5,4,5,5,0,0,0,0,3,0,0,4,0,5,5,0,4,4,4,3,3,4,4,4,0,MA PD,2015
H2663,0,5,5,4,0,5,5,3,2,5,5,5,5,3,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,5,0,5,4,5,3,0,0,0,0,5,5,0,5,0,5,4,0,4,5,5,3,3,4,4,4,4,MA PD,2015
H2667,0,5,5,5,0,5,5,2,1,5,0,0,0,3,5,4,5,5,4,4,2,2,3,4,5,4,5,4,5,5,0,5,4,5,5,0,0,0,0,5,0,0,5,0,5,5,0,4,5,5,3,3,4,3,4,0,MA PD,2015
H2672,0,5,5,4,0,3,5,2,2,5,0,0,0,3,4,4,4,4,4,4,2,4,3,3,4,4,4,2,4,5,0,5,4,5,3,0,0,0,0,1,0,0,5,0,5,5,0,2,4,5,3,4,3,3,3,0,MA PD,2015
H2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,3,3,0,PART D,2015
H2701,0,2,2,1,0,3,4,3,2,1,0,0,0,1,2,4,1,1,3,5,2,2,4,4,5,5,4,4,5,5,0,5,2,5,3,0,0,0,0,3,0,0,5,0,5,5,0,4,5,5,4,4,5,4,4,0,MA PD,2015
H2775,0,4,4,4,0,3,5,2,1,3,0,0,0,1,4,4,2,3,4,4,2,3,3,4,4,4,4,4,5,5,0,3,4,4,2,0,0,0,0,4,0,0,5,0,3,5,0,2,4,5,3,3,5,4,4,0,MA PD,2015
H2802,0,3,3,3,0,5,5,3,1,4,0,0,0,2,3,4,2,4,4,5,2,3,3,4,5,3,5,4,4,4,0,5,2,4,0,0,0,0,0,3,0,0,4,0,5,4,0,4,5,4,3,2,4,4,4,0,MA PD,2015
H2810,0,5,5,5,0,3,5,3,2,1,0,0,0,0,2,4,3,3,3,5,2,1,4,4,5,4,2,2,3,5,0,4,3,3,0,0,0,0,0,3,0,0,5,0,4,4,0,1,3,5,2,4,4,4,4,0,MA PD,2015
H2816,0,3,3,4,0,3,0,0,1,4,0,0,0,1,4,4,3,3,4,4,2,4,2,4,4,4,4,4,5,5,0,5,4,4,3,0,0,0,0,4,0,0,5,0,5,5,0,2,5,5,4,3,5,4,4,0,MA PD,2015
H2836,0,4,4,4,0,3,0,0,3,3,0,0,0,0,4,4,4,4,5,4,0,2,2,3,4,2,2,1,4,3,0,3,3,2,4,0,0,0,0,3,0,0,3,0,3,3,0,1,1,4,4,4,4,4,4,0,MA PD,2015
H2905,0,2,2,1,0,1,4,2,1,1,0,0,0,1,2,3,1,1,1,0,2,2,3,4,2,3,4,1,3,4,0,4,3,0,0,0,0,0,0,3,0,0,4,0,4,3,0,1,4,5,3,3,4,3,3,0,MA PD,2015
H2906,0,5,5,4,0,3,0,0,1,4,0,0,0,0,2,4,3,4,4,0,2,1,3,4,4,5,4,5,4,3,0,5,2,0,0,0,0,0,0,1,0,0,3,0,5,3,0,4,4,5,3,3,4,3,4,0,MA PD,2015
H2931,0,5,5,5,0,2,4,3,2,5,0,0,0,3,4,5,4,5,5,4,2,4,3,1,1,2,1,2,1,5,0,5,3,5,5,0,0,0,0,3,5,0,5,0,5,5,0,4,3,5,3,4,4,4,4,0,MA PD,2015
H2944,0,3,3,3,0,3,5,3,2,4,0,0,0,2,2,4,3,2,4,4,1,2,2,4,4,2,4,4,5,3,0,3,4,5,5,0,0,0,0,3,1,0,3,0,3,3,0,4,3,4,5,3,4,3,4,0,MA PD,2015
H2949,0,5,5,5,0,2,5,3,2,5,5,5,5,3,4,5,5,5,4,2,1,2,4,2,1,3,1,4,3,5,0,5,4,1,4,0,0,0,0,5,0,0,5,0,5,5,0,4,2,4,5,5,4,3,4,2,MA PD,2015
H2960,0,5,5,4,0,3,4,3,2,5,0,0,0,1,4,5,4,5,4,4,2,1,2,5,5,5,5,5,4,5,0,5,4,5,2,0,0,0,0,1,0,0,5,0,5,3,0,4,4,5,3,4,3,3,4,0,MA PD,2015
H2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,1,5,4,4,0,PART D,2015
H3107,0,5,5,4,0,1,5,2,2,2,0,0,0,2,4,4,3,2,3,3,1,4,3,2,1,2,2,1,2,3,0,4,3,5,5,0,0,0,0,4,5,0,3,0,4,5,0,1,2,5,3,4,2,2,3,0,MA PD,2015
H3113,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,3,1,5,3,3,5,PART D,2015
H3132,0,0,0,0,0,5,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,3,4,2,5,4,5,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,5,2,4,2,4,5,3,4,2,PART D,2015
H3152,0,5,5,5,0,4,5,2,2,2,0,0,0,1,4,4,3,4,4,4,2,4,3,4,4,5,4,4,3,4,0,5,4,3,3,0,0,0,0,3,5,0,4,0,5,5,0,2,3,5,4,3,4,4,3,0,MA PD,2015
H3154,0,5,5,4,0,3,5,3,1,4,0,0,0,1,4,4,4,4,4,4,1,4,2,2,2,3,2,2,1,3,0,5,3,4,3,0,0,0,0,3,4,0,3,0,5,1,0,1,1,5,4,3,4,4,4,0,MA PD,2015
