CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness_D,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins.,Special Needs Plan (SNP) Care Management,Contract_Type,Year
H1286,0,62,90,86,0,68,67,77,47,92,0,0,0,32,64,88,80,52,64,80,26,50,9,85,80,87,86,83,88,18,0,9,0,96,94,0,0,0,0,3.8,0,0,18,0,9,0,0,81,91,98,14,87,79,81,76,0,MA PD,2015
H1291,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,7,85,71,84,75,0,PART D,2015
H1302,0,54,83,80,0,62,66,80,48,74,0,0,0,26,59,83,78,49,58,79,33,50,9,86,78,93,85,85,86,13,0,15,0,76,72,0,0,0,0,26.4,0,0,13,0,15,0,0,83,92,99,14,86,76,81,77,0,MA PD,2015
H1303,0,55,82,82,0,71,67,82,50,88,0,0,0,33,55,89,71,48,56,81,36,55,10,87,82,86,87,84,87,13,0,11,0,97,93,0,0,0,0,14.2,0,0,13,0,11,0,0,84,93,98,15,89,75,80,79,0,MA PD,2015
H1304,0,62,86,83,0,76,63,82,49,81,0,0,0,17,64,91,71,48,54,81,40,53,12,87,77,91,87,84,87,11,0,8,0,0,0,0,0,0,0,0,80,0,11,0,8,0,0,82,92,99,16,86,78,79,77,0,MA PD,2015
H1350,0,62,84,84,0,74,68,80,47,83,98,97,0.98,20,65,85,81,55,65,78,39,60,9,88,81,91,87,89,87,1,0,4,0,78,77,0,0,0,0,22.6,71,0,1,0,4,0,0,88,93,99,17,87,81,85,82,73.2,MA PD,2015
H1365,0,67,91,90,0,75,72,85,55,90,0,0,0,0,79,95,87,60,69,0,44,48,11,87,84,94,88,88,87,14,0,100,0,0,0,0,0,0,0,0,0,0,14,0,10,0,0,84,92,99,6,87,78,84,77,0,MA PD,2015
H1406,0,67,92,94,0,71,66,79,53,99,0,0,0,18,73,95,85,63,74,78,33,56,11,84,77,85,86,86,89,29,0,8,0,98,100,0,0,0,0,0.9,83,0,29,0,8,0,0,86,92,98,4,88,77,79,74,89.1,MA PD,2015
H1415,0,69,87,92,0,64,69,76,59,96,81,62,0.7,28,65,92,71,50,38,80,31,69,11,87,76,90,88,86,88,50,0,14,0,99,86,0,0,0,0,0,0,0,50,0,14,0,0,86,90,99,7,88,73,73,67,24.8,MA PD,2015
H1416,0,63,86,87,0,59,68,79,61,87,76,31,0.72,11,63,94,70,46,58,82,29,69,13,79,70,81,81,81,83,29,0,14,0,93,98,0,0,0,0,2.9,67,0,29,0,14,0,0,82,87,99,5,89,70,73,67,0,MA PD,2015
H1417,0,71,88,91,0,76,69,77,46,93,0,0,0,29,68,90,77,59,66,87,35,55,11,87,80,94,90,91,89,9,0,4,0,100,70,0,0,0,0,0,0,0,9,0,4,0,0,88,92,98,14,85,85,87,80,0,MA PD,2015
H1418,0,62,87,89,0,72,69,78,52,91,0,0,0,19,66,91,79,60,76,77,33,58,12,86,80,85,86,84,87,24,0,100,0,98,0,0,0,0,0,4.9,0,0,24,0,10,0,0,85,90,98,6,85,80,81,77,0,MA PD,2015
H1419,0,0,0,0,0,0,68,80,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,86,67,73,71,0,PART D,2015
H1463,0,76,89,90,0,82,65,79,44,98,0,0,0,33,70,93,83,68,67,92,33,62,11,87,81,93,88,91,87,8,0,2,0,97,56,0,0,0,0,0,0,0,8,0,2,0,0,88,92,98,14,83,86,87,82,0,MA PD,2015
H1468,0,69,94,95,0,78,64,83,48,96,0,0,0,26,75,93,88,69,79,83,36,60,14,89,81,88,89,88,89,3,0,4,0,100,0,0,0,0,0,0,0,0,3,0,4,0,0,87,90,98,6,86,84,85,83,0,MA PD,2015
H1509,0,68,90,88,0,73,67,80,48,83,0,0,0,21,66,91,72,56,64,84,37,55,10,86,76,87,87,83,86,10,0,1,0,96,92,0,0,0,0,4.6,79,0,10,0,1,0,0,85,92,98,16,83,77,80,74,0,MA PD,2015
H1510,0,65,85,87,0,77,68,79,47,91,0,0,0,21,59,91,81,55,72,82,32,54,10,86,79,84,90,85,86,12,0,9,0,95,0,0,0,0,0,1.8,100,0,12,0,9,0,0,86,90,98,7,85,81,82,79,0,MA PD,2015
H1517,0,64,87,84,0,73,72,81,43,91,0,0,0,31,51,87,79,51,66,81,35,54,11,84,79,86,88,84,87,36,0,18,0,76,0,0,0,0,0,0,0,0,36,0,18,0,0,82,89,96,12,84,75,78,75,0,MA PD,2015
H1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,100,12,82,0,84,85,0,PART D,2015
H1595,0,77,92,94,0,80,67,80,50,92,0,0,0,0,75,91,90,60,69,0,43,58,13,88,77,90,87,86,87,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,84,92,99,8,83,78,83,78,0,MA PD,2015
H1607,0,68,87,83,0,82,71,73,53,89,0,0,0,28,61,87,80,51,69,81,37,56,9,85,77,91,86,86,86,19,0,5,0,82,81,0,0,0,0,0.8,0,0,19,0,5,0,0,81,87,97,13,84,80,82,78,0,MA PD,2015
H1608,0,62,87,88,0,74,71,81,42,95,0,0,0,37,80,90,87,56,79,89,34,52,10,86,79,88,87,86,86,14,0,4,0,100,83,0,0,0,0,0,0,0,14,0,4,0,0,85,90,98,9,86,82,83,80,0,MA PD,2015
H1609,0,67,88,90,0,77,64,80,43,97,0,0,0,33,78,90,89,64,78,88,41,56,9,84,80,86,86,87,87,8,0,15,0,100,0,0,0,0,0,0,0,0,8,0,15,0,0,85,92,98,9,83,83,82,79,0,MA PD,2015
H1651,0,76,92,93,0,83,68,80,44,98,0,0,0,0,88,91,90,67,81,0,34,53,0,90,82,95,90,94,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PART C,2015
H1659,0,65,91,88,0,74,0,0,45,77,0,0,0,0,56,88,53,37,28,0,31,47,22,86,75,93,86,86,87,18,0,6,0,0,0,0,0,0,0,16.4,0,0,18,0,6,0,0,82,90,99,7,83,76,80,73,0,MA PD,2015
H1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,43,0,18,0,0,0,0,0,0,99,13,84,74,73,77,0,PART D,2015
H1716,0,65,86,82,0,77,71,82,55,96,0,0,0,23,63,90,72,49,68,86,37,54,11,85,78,85,87,85,88,33,0,19,0,94,0,0,0,0,0,0.7,0,0,33,0,19,0,0,85,89,98,7,86,79,81,77,0,MA PD,2015
H1777,0,32,0,78,0,0,0,0,0,98,97,97,0.83,0,70,94,62,49,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7.5,0,0,0,0,3,0,0,0,0,99,11,79,81,74,76,86.3,PART D,2015
H1846,0,0,0,0,0,73,72,77,48,0,0,0,0,0,0,0,0,0,0,0,0,61,0,85,79,92,88,89,86,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,88,92,98,10,86,78,83,75,0,PART D,2015
H1849,0,59,85,88,0,66,63,79,41,91,0,0,0,15,60,87,81,58,73,66,25,57,11,81,76,87,85,83,86,25,0,14,0,59,0,0,0,0,0,2.6,0,0,25,0,14,0,0,82,90,97,13,80,74,78,74,0,MA PD,2015
H1903,0,53,90,85,0,69,58,78,47,85,72,41,0.7,0,53,90,58,40,53,66,35,58,12,83,70,87,84,82,85,19,0,21,0,82,100,0,0,0,0,1.4,67,0,19,0,21,0,0,83,89,99,12,88,66,67,63,0,MA PD,2015
H1906,0,52,93,88,0,74,74,74,43,80,0,0,0,0,48,87,72,54,67,0,43,55,15,91,74,91,86,89,87,20,0,7,0,96,0,0,0,0,0,0,0,0,20,0,7,0,0,89,91,98,8,86,76,78,75,0,MA PD,2015
H1944,0,70,90,91,0,78,72,79,59,92,0,0,0,25,72,94,71,55,66,79,32,65,10,85,76,84,84,82,86,37,0,12,0,98,100,0,0,0,0,14.8,0,0,37,0,12,0,0,82,91,98,8,87,77,80,76,0,MA PD,2015
H1951,0,72,89,90,0,74,67,76,44,94,90,87,0.93,27,75,91,83,57,77,79,36,55,11,86,75,84,88,89,86,13,0,4,0,97,83,0,0,0,0,1.5,92,0,13,0,4,0,0,87,89,98,8,86,75,78,74,60.6,MA PD,2015
H1961,0,74,96,96,0,73,63,78,47,96,100,97,0.99,84,85,96,84,59,64,75,39,62,11,85,74,91,86,88,85,10,0,4,0,77,97,0,0,0,0,0.9,41,0,10,0,4,0,0,86,91,99,11,87,72,75,70,70.7,MA PD,2015
H1994,0,86,82,88,0,73,0,0,0,95,0,0,0,0,71,98,87,67,73,94,0,0,2,89,79,91,88,87,87,11,0,5,0,0,0,0,0,0,0,25.9,21,0,11,0,5,0,0,83,93,99,13,90,76,76,73,0,MA PD,2015
H2001,0,67,92,90,0,79,67,82,53,92,0,0,0,17,77,92,84,60,68,87,32,52,10,87,82,89,88,84,87,9,0,15,0,99,0,0,0,0,0,1.8,0,0,9,0,15,0,0,84,93,98,9,85,81,83,79,0,MA PD,2015
H2012,0,56,90,87,0,72,68,79,46,91,89,91,0.93,24,55,91,74,53,71,83,27,54,11,86,77,82,85,85,86,28,0,100,0,99,92,0,0,0,0,1,92,0,28,0,10,0,0,86,90,98,7,87,77,78,74,74.5,MA PD,2015
H2029,0,58,93,92,0,53,65,83,56,71,0,0,0,0,60,89,58,38,64,0,0,68,11,80,64,81,84,84,75,57,0,23,0,100,0,0,0,0,0,0,0,0,57,0,23,0,0,83,89,98,3,92,62,68,48,0,MA PD,2015
H2034,0,0,0,0,0,0,0,0,0,0,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,13,72,87,75,85,100,PART D,2015
H2108,0,64,88,90,0,67,72,76,52,94,84,81,0.82,37,78,93,72,50,60,73,34,61,13,80,74,83,82,75,82,63,0,20,0,98,88,0,0,0,0,0.4,0,0,63,0,20,0,0,81,89,99,9,89,71,71,67,61.2,MA PD,2015
H2111,0,34,85,87,0,59,59,79,38,81,85,77,0.86,2,66,89,71,56,39,0,23,75,9,76,73,85,83,83,82,0,0,6,0,95,0,0,0,0,0,5.5,0,0,0,0,6,0,0,84,0,99,14,77,74,75,73,72.7,MA PD,2015
H2112,0,69,87,85,0,72,69,82,50,85,0,0,0,27,61,89,77,57,64,81,33,63,13,85,74,89,84,80,85,47,0,7,0,89,100,0,0,0,0,2.1,100,0,47,0,7,0,0,81,91,99,9,86,75,77,72,0,MA PD,2015
H2150,0,92,96,98,0,83,70,78,59,98,0,0,0,76,91,97,89,80,91,85,38,61,0,85,79,88,88,90,87,27,0,2,0,99,94,0,0,0,0,0.2,0,0,27,0,2,0,0,92,95,100,5,90,80,82,77,0,MA PD,2015
H2161,0,0,0,0,0,0,0,0,0,0,79,85,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,11,82,64,77,79,66.4,PART D,2015
H2165,0,63,88,90,0,71,69,72,42,91,76,61,0.7,0,60,91,63,46,39,65,27,56,8,83,75,88,88,84,88,67,0,17,0,93,0,0,0,0,0,0,0,0,67,0,17,0,0,86,92,99,15,87,73,75,72,66.5,MA PD,2015
H2174,0,59,85,82,0,70,75,75,53,93,76,31,0.78,11,72,83,57,36,65,86,38,68,12,80,79,88,85,86,85,10,0,3,0,91,86,0,0,0,0,27,0,0,10,0,3,0,0,86,92,99,16,83,82,79,81,21.4,MA PD,2015
H2224,0,68,89,93,0,80,64,80,52,91,94,93,0.87,15,85,94,76,53,68,80,39,77,12,77,68,86,86,87,79,0,0,4,0,0,0,0,0,0,0,1.2,50,0,0,0,4,0,0,86,87,98,16,84,83,80,78,95.7,MA PD,2015
H2225,0,66,79,89,0,80,70,81,60,90,77,95,0.99,16,83,94,71,50,73,80,44,83,7,87,76,89,89,92,89,6,0,4,0,0,0,0,0,0,0,8.3,0,0,6,0,4,0,0,89,94,99,14,86,81,81,78,89.4,MA PD,2015
H2226,0,71,90,92,0,78,65,83,57,84,85,93,0.92,13,83,93,72,56,59,63,37,81,10,78,73,82,86,88,85,8,0,100,0,75,0,0,0,0,0,1,0,0,8,0,10,0,0,87,91,98,14,85,79,79,75,86.3,MA PD,2015
H2228,0,29,0,93,0,0,0,0,40,100,98,100,1,3,92,92,81,75,0,0,0,81,8,0,0,0,0,0,0,9,0,8,0,100,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,99,8,76,90,86,84,96.5,MA PD,2015
H2230,0,80,93,92,0,81,73,83,55,90,0,0,0,26,83,95,93,66,73,76,35,61,11,87,78,92,87,88,87,9,0,3,0,92,92,0,0,0,0,0.6,50,0,9,0,3,0,0,84,90,97,9,86,83,85,80,0,MA PD,2015
H2237,0,72,90,86,0,67,64,74,46,85,82,90,0.92,29,65,92,67,45,65,78,0,81,15,84,81,85,87,86,87,9,0,7,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,87,89,99,11,89,74,69,70,27.8,MA PD,2015
H2241,0,0,0,0,0,86,0,0,47,0,0,0,0,0,0,0,0,0,0,0,31,64,0,81,76,92,85,89,81,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,87,93,98,16,84,84,77,75,0,PART D,2015
H2256,0,87,95,95,0,86,71,81,55,97,0,0,0,22,86,95,91,69,83,82,43,65,10,88,79,94,88,90,87,7,0,2,0,96,96,0,0,0,0,0,71,0,7,0,2,0,0,88,94,99,9,83,83,85,81,0,MA PD,2015
H2261,0,77,94,96,0,83,67,82,48,94,0,0,0,31,79,96,91,70,70,79,37,64,10,87,80,93,88,88,88,6,0,4,0,0,0,0,0,0,0,0.9,100,0,6,0,4,0,0,86,90,97,9,81,84,84,81,0,MA PD,2015
H2312,0,78,86,92,0,75,69,81,49,95,0,0,0,27,74,94,85,59,65,83,37,59,11,84,77,85,85,86,83,27,0,2,0,94,92,0,0,0,0,4.6,80,0,27,0,2,0,0,84,91,99,8,87,80,84,79,0,MA PD,2015
H2320,0,74,90,93,0,75,71,82,54,95,0,0,0,56,77,95,90,69,80,85,45,47,9,86,80,92,88,87,87,4,0,5,0,92,93,0,0,0,0,0.3,73,0,4,0,5,0,0,84,92,99,8,86,78,84,78,0,MA PD,2015
H2322,0,69,87,87,0,80,66,78,51,77,0,0,0,15,66,90,79,48,60,77,39,58,7,87,77,84,87,84,84,54,0,9,0,0,0,0,0,0,0,2.8,0,0,54,0,9,0,0,83,91,99,9,84,79,84,79,0,MA PD,2015
H2323,0,0,0,0,0,0,0,0,0,0,69,85,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,31,0,99,62,0,0,0,0,0,0,0,25,0,31,0,0,0,0,98,18,80,80,74,78,0,PART D,2015
H2354,0,85,91,89,0,77,68,77,48,97,96,85,0.98,34,80,93,82,63,69,80,39,56,9,86,77,86,86,88,84,8,0,4,0,83,0,0,0,0,0,0,0,0,8,0,4,0,0,83,91,98,7,85,80,83,80,65.4,MA PD,2015
H2406,0,36,0,91,0,0,62,80,31,98,98,98,0.98,8,92,90,81,68,0,0,0,81,7,0,0,0,0,0,0,0,0,4,0,93,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,99,22,73,91,85,86,94.1,MA PD,2015
H2416,0,56,79,82,0,80,69,79,46,79,39,77,0.8,18,72,82,55,40,70,0,44,78,10,88,83,91,90,89,88,0,0,2,0,0,0,0,0,0,0,4.8,91,0,0,0,2,0,0,88,94,99,17,74,87,85,85,71.9,MA PD,2015
H2417,0,0,0,0,0,0,69,72,41,0,75,92,0.94,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,12,81,91,86,88,74.4,PART D,2015
H2419,0,60,89,83,0,82,69,76,42,89,83,68,0.94,4,80,93,78,55,75,0,30,77,11,84,83,89,88,86,86,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,86,90,99,13,76,86,84,84,62.1,MA PD,2015
H2422,0,67,85,89,0,81,69,75,50,96,94,90,0.98,8,77,92,86,72,80,0,38,81,8,86,81,89,86,90,88,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,87,90,99,11,79,83,81,81,82.9,MA PD,2015
H2425,0,62,91,90,0,76,66,77,42,86,78,91,0.84,11,74,90,71,53,67,83,36,66,13,88,81,88,88,85,90,5,0,15,0,97,79,0,0,0,0,4.5,55,0,5,0,15,0,0,83,92,99,10,79,86,85,83,0,MA PD,2015
H2450,0,70,88,91,0,79,69,81,48,92,0,0,0,17,78,87,87,65,77,89,37,50,0,88,83,92,88,89,89,8,0,2,0,89,95,0,0,0,0,0.8,54,0,8,0,2,0,0,85,94,99,6,84,86,87,83,0,MA PD,2015
H2456,0,54,87,90,0,77,67,79,50,91,86,93,0.91,12,76,93,72,56,67,71,33,77,12,84,81,88,86,87,87,3,0,2,0,0,0,0,0,0,0,0,80,0,3,0,2,0,0,86,91,98,11,81,77,79,79,72.8,MA PD,2015
H2458,0,60,84,86,0,76,71,78,49,94,94,70,0.84,8,76,92,85,63,80,72,33,79,11,82,79,85,87,86,87,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,86,89,99,10,81,83,83,81,68.2,MA PD,2015
H2459,0,71,90,91,0,82,70,82,50,92,0,0,0,16,76,93,78,61,71,91,32,50,11,88,82,93,89,89,89,8,0,6,0,96,84,0,0,0,0,2.4,67,0,8,0,6,0,0,85,93,98,8,84,86,87,84,0,MA PD,2015
H2461,0,75,91,91,0,81,70,78,51,87,0,0,0,0,79,87,68,54,71,0,33,53,0,87,80,90,89,90,88,4,0,2,0,96,75,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,PART C,2015
H2462,0,86,94,94,0,87,69,76,52,98,0,0,0,16,83,95,91,76,79,94,36,56,0,87,83,93,89,91,88,4,0,2,0,97,97,0,0,0,0,1.3,80,0,4,0,2,0,0,87,94,99,9,82,88,88,86,0,MA PD,2015
H2486,0,67,85,84,0,72,70,85,53,95,0,0,0,18,59,91,80,54,74,73,32,54,11,84,80,84,87,83,88,49,0,23,0,100,0,0,0,0,0,2.2,0,0,49,0,23,0,0,85,89,98,6,90,79,77,75,0,MA PD,2015
H2491,0,53,89,91,0,72,66,82,58,81,83,60,0.83,0,76,91,73,47,62,63,26,74,9,79,71,83,84,83,83,18,0,8,0,96,0,0,0,0,0,0,87,0,18,0,8,0,0,82,88,99,8,90,70,71,67,0,MA PD,2015
H2593,0,75,91,93,0,72,65,75,54,97,90,87,0.92,52,67,97,82,56,81,79,28,55,6,79,71,89,83,85,81,19,0,13,0,99,92,0,0,0,0,0,0,0,19,0,13,0,0,85,90,99,8,91,74,76,71,66.8,MA PD,2015
H2610,0,72,94,94,0,80,65,78,55,98,0,0,0,28,74,94,86,60,69,75,38,57,9,90,82,92,89,91,90,7,0,4,0,96,84,0,0,0,0,0.3,100,0,7,0,4,0,0,92,94,99,7,86,79,82,76,0,MA PD,2015
H2611,0,64,88,85,0,73,70,84,48,93,0,0,0,34,69,90,80,55,63,88,30,51,12,85,76,89,86,84,86,44,0,16,0,100,94,0,0,0,0,0,0,0,44,0,16,0,0,84,93,99,12,83,77,77,73,0,MA PD,2015
H2649,0,66,89,84,0,75,66,80,47,96,97,94,0.98,24,66,92,81,57,73,76,36,54,11,87,78,87,86,86,87,35,0,8,0,99,0,0,0,0,0,1.3,86,0,35,0,8,0,0,86,89,98,7,87,78,80,77,84.7,MA PD,2015
H2654,0,58,86,88,0,76,68,82,47,90,0,0,0,21,59,88,73,55,58,74,28,55,9,87,79,87,87,85,88,18,0,7,0,96,100,0,0,0,0,1.6,0,0,18,0,7,0,0,85,92,98,12,85,78,81,77,0,MA PD,2015
H2663,0,68,89,89,0,81,71,82,52,93,91,87,0.89,35,71,92,83,58,71,83,38,61,11,84,79,89,86,86,87,15,0,6,0,96,81,0,0,0,0,0.3,100,0,15,0,6,0,0,85,94,99,10,84,80,81,78,61.6,MA PD,2015
H2667,0,76,90,92,0,79,69,79,44,100,0,0,0,41,78,93,86,64,71,87,33,52,10,85,81,89,89,87,90,10,0,6,0,96,100,0,0,0,0,0,0,0,10,0,6,0,0,86,93,99,11,83,78,80,78,0,MA PD,2015
H2672,0,66,91,89,0,72,70,78,46,94,0,0,0,41,73,91,83,59,65,84,33,59,10,84,77,88,85,84,87,15,0,9,0,95,82,0,0,0,0,0,0,0,15,0,9,0,0,82,91,99,10,87,75,77,74,0,MA PD,2015
H2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8,88,76,80,71,0,PART D,2015
H2701,0,48,78,79,0,72,67,80,47,62,0,0,0,16,59,85,56,35,56,88,38,51,9,86,80,93,85,86,87,5,0,3,0,95,86,0,0,0,0,3.2,0,0,5,0,3,0,0,86,94,99,9,86,83,84,81,0,MA PD,2015
H2775,0,65,86,87,0,74,71,78,43,84,0,0,0,18,66,88,66,49,66,82,33,55,11,86,78,89,86,85,89,9,0,21,0,88,73,0,0,0,0,0.8,0,0,9,0,21,0,0,83,92,99,10,83,82,83,79,0,MA PD,2015
H2802,0,61,82,84,0,79,70,81,40,89,0,0,0,22,63,88,67,55,64,93,33,58,10,87,80,87,88,86,87,19,0,7,0,91,0,0,0,0,0,3.5,0,0,19,0,7,0,0,84,93,98,12,80,78,81,77,0,MA PD,2015
H2810,0,60,90,91,0,69,70,80,49,75,0,0,0,0,59,88,71,52,58,91,33,43,9,85,82,90,84,83,84,10,0,11,0,67,0,0,0,0,0,2.9,0,0,10,0,11,0,0,81,90,99,14,88,80,84,80,0,MA PD,2015
H2816,0,61,84,89,0,71,0,0,40,88,0,0,0,19,64,88,72,50,63,81,38,61,12,85,79,90,87,87,87,14,0,9,0,87,84,0,0,0,0,1,0,0,14,0,9,0,0,82,94,99,9,84,83,84,79,0,MA PD,2015
H2836,0,70,88,85,0,73,0,0,55,86,0,0,0,0,69,85,80,56,75,84,0,52,12,84,78,84,84,79,86,79,0,25,0,53,88,0,0,0,0,6.1,0,0,79,0,25,0,0,75,87,97,9,87,77,81,78,0,MA PD,2015
H2905,0,59,80,79,0,63,66,79,42,67,0,0,0,16,55,83,57,40,35,0,38,50,11,86,74,86,86,80,85,26,0,12,0,0,0,0,0,0,0,2.6,0,0,26,0,12,0,0,80,91,99,13,84,80,77,73,0,MA PD,2015
H2906,0,63,96,87,0,70,0,0,42,92,0,0,0,0,56,88,76,54,71,0,35,47,11,86,79,92,88,90,86,42,0,6,0,0,0,0,0,0,0,60.4,0,0,42,0,6,0,0,86,92,99,13,83,78,79,77,0,MA PD,2015
H2931,0,76,96,94,0,68,65,81,49,97,0,0,0,57,72,96,84,64,80,86,37,62,11,72,66,85,80,82,77,15,0,5,0,97,96,0,0,0,0,3.4,100,0,15,0,5,0,0,84,90,99,11,89,80,81,77,0,MA PD,2015
H2944,0,55,84,84,0,73,68,83,46,87,0,0,0,21,58,87,72,48,64,78,29,54,12,85,75,85,87,85,88,41,0,21,0,98,100,0,0,0,0,1.4,40,0,41,0,21,0,0,86,90,98,7,85,78,79,76,0,MA PD,2015
H2949,0,70,95,96,0,66,70,83,49,97,99,93,0.98,40,73,96,89,63,70,68,28,53,9,80,70,86,83,85,84,11,0,7,0,26,88,0,0,0,0,0.3,0,0,11,0,7,0,0,84,88,98,4,90,78,80,76,44.9,MA PD,2015
H2960,0,69,91,90,0,74,66,80,49,93,0,0,0,11,70,94,83,67,69,80,35,47,12,89,82,93,89,91,87,15,0,3,0,97,75,0,0,0,0,49.4,0,0,15,0,3,0,0,87,92,99,13,89,75,80,77,0,MA PD,2015
H2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,99,11,78,86,83,79,0,PART D,2015
H3107,0,52,90,90,0,64,71,78,51,77,0,0,0,25,65,86,70,45,54,74,30,61,10,76,71,85,81,75,83,48,0,14,0,95,95,0,0,0,0,1.3,100,0,48,0,14,0,0,78,88,99,10,87,72,75,68,0,MA PD,2015
H3113,0,0,0,0,0,0,0,0,0,0,98,99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,93,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,64,89,79,74,98.3,PART D,2015
H3132,0,0,0,0,0,83,0,0,0,0,89,58,0.89,0,0,0,0,0,0,0,0,0,0,83,76,85,89,88,88,52,0,12,0,0,0,0,0,0,0,0,0,0,52,0,12,0,0,88,89,98,17,86,90,79,78,40.9,PART D,2015
H3152,0,67,92,91,0,78,68,78,52,83,0,0,0,18,71,90,79,58,72,78,34,62,11,87,75,92,86,88,85,28,0,5,0,82,83,0,0,0,0,1.5,88,0,28,0,5,0,0,83,90,99,9,83,78,81,75,0,MA PD,2015
H3154,0,60,92,89,0,73,73,82,43,89,0,0,0,13,66,92,80,57,71,80,31,67,13,81,72,87,84,84,82,50,0,5,0,90,80,0,0,0,0,4.2,81,0,50,0,5,0,0,81,87,99,9,85,78,81,76,29.7,MA PD,2015
H3156,0,69,93,89,0,75,70,82,51,87,0,0,0,0,70,93,80,63,70,0,35,54,12,86,76,89,86,82,86,33,0,6,0,0,0,0,0,0,0,0,57,0,33,0,6,0,0,81,90,0,10,80,82,81,79,0,MA PD,2015
