CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness_D,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins.,Special Needs Plan (SNP) Care Management,Contract_Type,Year
S5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0.8,0,0,15,80,9,0,0,86,91,99,12,80,81,81,77,0,PART D,2014
S5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,62,0,8,100,5,0,0,83,92,99,8,82,78,81,76,0,PART D,2014
S5726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2.9,0,0,12,80,7,0,0,83,91,97,9,84,79,81,77,0,PART D,2014
S5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2.7,63,0,5,100,4,0,0,83,92,99,6,83,85,85,80,0,PART D,2014
S5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,60,0,6,100,7,0,0,83,90,99,5,81,85,86,81,0,PART D,2014
S5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,79,0,13,30,11,0,0,81,88,99,9,82,73,74,71,0,PART D,2014
S5766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0.8,0,0,19,100,7,0,0,80,91,98,8,81,80,83,78,0,PART D,2014
S5768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0.3,91,0,13,80,22,0,0,84,91,99,9,82,75,77,72,0,PART D,2014
S5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,20,80,23,0,0,80,89,97,8,88,65,73,46,0,PART D,2014
S5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,27.5,57,0,7,80,7,0,0,82,91,98,5,82,76,76,72,0,PART D,2014
S5805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,82,0,9,0,9,0,0,83,90,99,6,81,78,80,73,0,PART D,2014
S5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.9,96,0,15,20,13,0,0,81,89,99,7,81,74,75,72,0,PART D,2014
S5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,74,0,11,0,8,0,0,84,91,99,9,81,77,78,73,0,PART D,2014
S5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,60,0,0,0,86,0,97,10,92,61,64,42,0,PART D,2014
S5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,98,1,77,77,81,77,0,PART D,2014
S5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,40,5,0,0,88,93,99,8,84,78,77,73,0,PART D,2014
S5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,92,0,13,100,10,0,0,80,87,98,2,83,75,77,72,0,PART D,2014
S5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,7.6,63,0,14,80,6,0,0,84,91,99,9,81,78,80,74,0,PART D,2014
S5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2.4,0,0,23,0,6,0,0,80,88,97,7,90,66,73,46,0,PART D,2014
S5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,4,100,5,0,0,81,90,99,11,83,77,78,75,0,PART D,2014
S5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,75,0,27,0,6,0,0,84,90,99,13,81,79,79,76,0,PART D,2014
S5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1.5,42,0,10,40,25,0,0,83,89,99,8,82,70,69,68,0,PART D,2014
S5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,67,57,0,8,80,10,0,0,81,89,98,6,82,74,77,70,0,PART D,2014
S5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0.4,0,0,20,60,36,0,0,78,89,97,11,82,69,70,67,0,PART D,2014
S5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,75,0,10,80,2,0,0,83,89,98,3,83,81,83,78,0,PART D,2014
S5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,3.2,77,0,32,60,30,0,0,83,89,99,7,83,75,75,73,0,PART D,2014
S5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,1,100,0,0,0,89,94,0,9,85,83,84,80,0,PART D,2014
S5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1.2,68,0,12,80,9,0,0,82,0,99,6,82,76,75,71,0,PART D,2014
S5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,8.2,88,0,19,41,6,0,0,79,90,98,6,83,80,83,77,0,PART D,2014
S6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,24,100,16,0,0,81,89,99,7,82,76,81,73,0,PART D,2014
S6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,9,60,0,0,0,86,91,0,7,80,79,82,76,0,PART D,2014
S7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.1,0,0,11,80,10,0,0,79,88,99,9,83,66,66,63,0,PART D,2014
S7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,54,0,6,100,0,0,0,86,89,0,6,83,82,82,78,0,PART D,2014
S8067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,10.2,60,0,14,100,7,0,0,80,89,94,5,78,83,83,78,0,PART D,2014
S8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,65,0,2,100,0,0,0,84,90,0,4,85,85,86,84,0,PART D,2014
S9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,100,0,0,0,79,90,0,7,83,79,80,76,0,PART D,2014
E0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,7,0,0,0,0,87,92,0,14,81,80,82,77,0,PART D,2015
E2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,92,0,9,78,80,82,78,0,PART D,2015
E3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,78,0,1,0,0,0,0,89,93,0,10,81,82,85,80,0,PART D,2015
E4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,40,0,3,0,0,0,0,84,92,0,13,82,83,83,81,0,PART D,2015
E7316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,3,0,0,0,0,88,89,0,13,81,70,73,70,0,PART D,2015
E7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,3,0,0,0,0,86,90,0,21,83,80,82,78,0,PART D,2015
H0028,0,0,0,91,0,79,0,0,0,0,0,0,0,0,74,94,74,56,71,0,0,0,4,84,78,82,86,83,86,13,0,27,0,94,0,0,0,0,0,2.9,0,0,13,0,27,0,0,84,89,98,5,90,79,82,78,0,MA PD,2015
H0084,0,50,84,84,0,67,66,79,48,89,74,55,0.7,23,53,91,68,45,49,73,31,61,12,84,73,84,84,80,85,47,0,17,0,55,91,0,0,0,0,1.8,80,0,47,0,17,0,0,81,90,99,14,86,72,73,69,32.8,MA PD,2015
H0104,0,68,88,89,0,65,69,81,48,85,0,0,0,21,52,88,63,44,56,83,32,53,10,87,72,87,87,87,86,9,0,6,0,90,71,0,0,0,0,8,62,0,9,0,6,0,0,86,92,99,19,84,78,80,74,0,MA PD,2015
H0108,0,56,89,89,0,70,67,72,45,90,0,0,0,27,60,91,79,56,71,78,36,53,11,79,73,82,82,81,79,61,0,18,0,95,92,0,0,0,0,1.9,0,0,61,0,18,0,0,83,88,98,5,89,74,76,72,0,MA PD,2015
H0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,11,85,72,74,69,22.4,PART D,2015
H0150,0,82,94,96,0,67,69,75,41,98,93,93,0.94,85,74,96,86,59,63,78,37,65,10,88,73,90,87,87,86,15,0,9,0,99,86,0,0,0,0,1,0,0,15,0,9,0,0,86,92,99,15,89,71,73,67,65.1,MA PD,2015
H0151,0,58,87,85,0,66,68,74,42,89,85,66,0.86,24,51,90,57,42,52,76,32,67,10,88,70,86,86,86,86,16,0,8,0,97,91,0,0,0,0,2.4,0,0,16,0,8,0,0,86,92,98,20,84,69,72,67,26.3,MA PD,2015
H0154,0,70,90,85,0,66,67,77,43,95,91,79,0.86,40,65,86,71,52,67,78,31,61,12,87,76,91,87,89,85,7,0,5,0,96,91,0,0,0,0,0,83,0,7,0,5,0,0,87,94,99,11,85,72,74,69,22.7,MA PD,2015
H0251,0,49,84,82,0,69,70,82,35,87,83,49,0.84,21,47,87,70,43,63,64,26,68,11,0,76,88,87,88,84,23,0,11,0,91,86,0,0,0,0,3.9,100,0,23,0,11,0,0,88,93,98,29,85,68,67,66,31,MA PD,2015
H0294,0,0,0,88,0,72,0,0,46,0,61,57,0.57,0,60,91,73,54,65,95,39,52,4,85,80,85,85,82,88,39,0,9,0,0,0,0,0,0,0,0,0,0,39,0,9,0,0,81,90,99,10,82,80,81,77,48.2,MA PD,2015
H0302,0,78,91,93,0,74,67,81,50,96,0,0,0,32,65,92,81,61,65,74,40,59,8,81,75,88,84,86,85,17,0,9,0,99,91,0,0,0,0,0,0,0,17,0,9,0,0,85,92,99,11,85,79,81,77,0,MA PD,2015
H0303,0,68,89,85,0,75,68,79,47,92,0,0,0,26,58,92,76,54,66,73,35,58,10,84,74,88,85,84,85,13,0,100,0,93,92,0,0,0,0,2.2,86,0,13,0,10,0,0,85,92,98,13,86,75,79,75,0,MA PD,2015
H0316,0,52,83,81,0,67,67,77,50,89,0,0,0,35,60,88,72,48,63,79,37,57,9,80,73,82,84,80,84,23,0,24,0,97,89,0,0,0,0,3.2,0,0,23,0,24,0,0,81,91,98,12,86,76,79,74,0,MA PD,2015
H0318,0,69,88,92,0,75,65,82,51,95,0,0,0,0,66,89,84,59,76,0,41,57,13,83,75,87,84,81,84,40,0,16,0,0,0,0,0,0,0,5.5,0,0,40,0,16,0,0,81,91,99,12,88,73,80,73,0,MA PD,2015
H0319,0,0,0,0,0,0,53,81,34,0,93,91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,0,0,35,0,4,0,0,0,0,99,17,72,79,82,84,97.4,PART D,2015
H0321,0,55,86,84,0,66,72,81,51,88,78,32,0.77,33,65,86,62,44,58,73,37,69,9,83,75,85,85,88,82,22,0,100,0,94,75,0,0,0,0,3.8,92,0,22,0,10,0,0,87,90,98,19,86,70,70,67,21.8,MA PD,2015
H0332,0,81,95,95,0,81,70,82,60,100,0,0,0,30,81,97,87,62,73,85,39,52,10,90,83,94,90,92,90,11,0,3,0,96,82,0,0,0,0,17.4,0,0,11,0,3,0,0,89,93,99,6,90,77,81,75,0,MA PD,2015
H0351,0,65,86,89,0,72,66,80,48,86,98,56,0.75,24,67,93,80,60,69,77,33,59,11,83,75,86,84,84,84,28,0,100,0,97,87,0,0,0,0,0.5,55,0,28,0,10,0,0,84,90,99,12,88,76,79,75,0,MA PD,2015
H0354,0,73,96,94,0,79,69,78,51,99,94,94,0.96,41,82,94,86,68,81,77,37,56,11,87,80,88,88,90,87,13,0,7,0,98,92,0,0,0,0,13.6,0,0,13,0,7,0,0,89,93,98,9,88,78,80,78,90,MA PD,2015
H0423,0,71,93,94,0,69,69,79,55,86,80,50,0.8,0,75,95,73,51,61,84,0,69,13,82,69,85,81,86,80,21,0,14,0,94,92,0,0,0,0,0,0,0,21,0,14,0,0,86,87,99,7,89,74,72,66,55.9,MA PD,2015
H0490,0,0,0,0,0,0,0,0,0,0,80,54,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,12,89,66,67,70,0,PART D,2015
H0504,0,71,93,93,0,77,74,79,52,92,0,0,0,30,64,95,86,60,65,74,41,57,9,83,74,85,85,88,81,17,0,5,0,94,94,0,0,0,0,1.2,67,0,17,0,5,0,0,87,91,99,11,87,78,79,75,0,MA PD,2015
H0523,0,70,90,90,0,75,67,76,46,85,0,0,0,37,74,94,80,58,69,71,38,60,10,80,76,86,86,85,84,18,0,22,0,90,97,0,0,0,0,1.6,0,0,18,0,22,0,0,84,91,99,12,87,74,77,73,0,MA PD,2015
H0524,0,90,98,97,0,83,67,80,68,98,97,95,0.99,83,85,98,92,80,90,92,45,61,10,87,82,89,88,91,86,8,0,1,0,93,75,0,0,0,0,0.4,93,0,8,0,1,0,0,91,93,100,6,89,83,84,81,80.3,MA PD,2015
H0543,0,70,93,92,0,75,68,79,49,94,0,0,0,28,73,93,85,62,65,73,38,59,9,85,75,88,86,87,85,20,0,6,0,93,91,0,0,0,0,2.7,90,0,20,0,6,0,0,84,91,98,13,87,77,79,75,0,MA PD,2015
H0544,0,80,93,95,0,77,66,79,53,94,86,79,0.88,54,75,97,84,58,80,68,41,60,6,83,72,91,87,90,83,12,0,7,0,98,89,0,0,0,0,0.4,0,0,12,0,7,0,0,89,92,99,8,89,75,77,72,67.3,MA PD,2015
H0545,0,75,92,93,0,74,67,76,51,98,0,0,0,43,82,92,87,59,78,76,37,62,9,78,72,91,84,89,80,5,0,7,0,97,98,0,0,0,0,0.5,0,0,5,0,7,0,0,88,92,99,12,85,77,78,75,0,MA PD,2015
H0562,0,78,95,94,0,79,67,82,53,90,93,65,0.79,30,77,95,83,64,71,74,36,61,9,84,77,85,87,86,85,20,0,8,0,97,86,0,0,0,0,2.6,58,0,20,0,8,0,0,86,91,99,11,89,76,78,75,0,MA PD,2015
H0564,0,64,92,91,0,70,65,77,47,94,0,0,0,40,69,94,85,62,68,70,29,55,9,81,73,84,85,84,85,33,0,100,0,90,100,0,0,0,0,0,0,0,33,0,10,0,0,83,87,97,10,87,74,76,73,0,MA PD,2015
H0571,0,70,92,90,0,84,71,78,53,91,82,64,0.84,21,75,91,86,61,74,44,31,74,10,80,65,90,84,86,79,4,0,5,0,91,0,0,0,0,0,0,0,0,4,0,5,0,0,84,83,94,7,90,87,86,82,0,MA PD,2015
H0602,0,69,86,82,0,74,68,79,51,88,0,0,0,18,73,84,79,52,73,75,36,57,11,88,80,94,87,87,85,9,0,5,0,97,88,0,0,0,0,0,0,0,9,0,5,0,0,81,91,98,16,85,79,82,77,0,MA PD,2015
H0609,0,62,89,87,0,76,69,78,52,90,0,0,0,25,68,92,77,58,69,78,35,54,9,85,79,86,86,86,88,12,0,4,0,94,92,0,0,0,0,2.2,86,0,12,0,4,0,0,84,91,98,14,88,77,79,75,0,MA PD,2015
H0620,0,36,0,85,0,0,60,71,42,94,99,100,1,3,85,91,72,58,0,0,36,83,2,0,0,0,0,0,0,7,0,2,0,100,0,0,0,0,0,4.3,0,0,7,0,2,0,0,0,0,95,10,76,80,84,78,95.7,MA PD,2015
H0621,0,61,87,77,0,70,71,78,50,81,86,36,0.8,0,57,83,58,39,61,79,27,65,12,80,75,83,80,84,80,28,0,6,0,39,0,0,0,0,0,15,0,0,28,0,6,0,0,81,86,96,15,91,73,73,75,54.7,MA PD,2015
H0624,0,55,75,80,0,76,62,75,44,87,86,65,0.86,22,56,85,57,51,59,79,37,71,10,85,79,88,85,88,84,6,0,100,0,97,0,0,0,0,0,20.5,0,0,6,0,10,0,0,87,90,98,22,86,70,78,75,32.7,MA PD,2015
H0630,0,84,95,95,0,85,68,80,58,98,82,87,0.79,52,89,98,91,77,90,90,38,61,9,85,81,90,88,91,85,14,0,2,0,97,91,0,0,0,0,0.4,0,0,14,0,2,0,0,92,95,100,7,89,79,82,80,50.4,MA PD,2015
H0710,0,49,0,91,0,0,0,0,30,94,98,100,1,3,96,92,80,69,0,0,0,0,10,0,0,0,0,0,0,24,0,3,0,100,98,0,0,0,0,10.9,0,0,24,0,3,0,0,0,0,99,11,75,84,83,81,97.7,MA PD,2015
H0712,0,67,88,87,0,69,71,81,52,80,78,36,0.74,23,67,89,68,52,61,86,24,66,14,79,72,85,84,84,84,30,0,11,0,92,96,0,0,0,0,8.3,60,0,30,0,11,0,0,84,88,99,7,89,71,74,69,0,MA PD,2015
H0755,0,65,88,88,0,75,68,82,50,88,0,0,0,25,71,88,77,54,67,79,35,58,11,82,75,84,86,80,85,35,0,23,0,97,92,0,0,0,0,3.6,80,0,35,0,23,0,0,83,92,98,10,84,77,82,76,0,MA PD,2015
H0838,0,62,94,92,0,74,0,0,0,96,100,91,1,0,73,89,81,52,73,0,0,0,13,81,72,87,0,83,0,29,0,13,0,69,64,0,0,0,0,0,0,0,29,0,13,0,0,84,90,99,15,90,70,69,74,17.3,MA PD,2015
H0879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,97,6,80,78,72,71,0,PART D,2015
H0901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,6,92,63,64,62,0,PART D,2015
H0908,0,48,84,78,0,61,0,0,0,72,60,44,0.56,0,42,90,35,26,38,0,0,0,12,80,74,88,83,84,82,36,0,14,0,35,100,0,0,0,0,36.7,0,0,36,0,14,0,0,83,89,99,15,88,60,62,57,0,MA PD,2015
H0913,0,52,90,88,0,61,69,76,52,73,0,0,0,0,51,88,64,41,53,0,0,0,12,75,67,81,82,79,80,44,0,28,0,97,100,0,0,0,0,0,0,0,44,0,28,0,0,81,84,99,6,91,61,69,54,0,MA PD,2015
H1013,0,83,96,97,0,52,75,78,52,97,97,92,0.92,34,78,97,85,60,67,73,36,68,10,82,72,88,84,86,86,14,0,13,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,85,90,99,10,88,78,77,71,0,MA PD,2015
H1016,0,76,95,94,0,60,68,80,60,95,0,0,0,38,73,94,88,58,66,78,42,65,11,83,70,90,87,89,83,8,0,6,0,76,96,0,0,0,0,1,0,0,8,0,6,0,0,90,91,99,12,87,78,81,71,0,MA PD,2015
H1019,0,81,97,96,0,68,72,78,56,99,97,97,0.99,82,79,97,87,61,74,90,35,66,10,86,76,90,88,89,87,22,0,13,0,100,98,0,0,0,0,0.7,92,0,22,0,13,0,0,88,91,98,4,91,83,83,77,58.1,MA PD,2015
H1026,0,65,96,96,0,66,68,82,59,85,0,0,0,18,58,91,81,56,58,70,37,63,12,82,78,88,87,87,88,62,0,100,0,90,94,0,0,0,0,12.2,75,0,62,0,10,0,0,88,93,99,12,85,79,82,75,0,MA PD,2015
H1032,0,72,94,94,0,63,69,82,51,93,88,70,0.86,21,74,95,75,54,55,69,34,61,12,79,73,87,85,83,82,30,0,16,0,92,96,0,0,0,0,0,82,0,30,0,16,0,0,84,90,99,8,87,76,77,72,0,MA PD,2015
H1035,0,79,96,95,0,74,67,85,52,97,0,0,0,39,84,92,88,70,68,82,40,63,9,88,79,89,89,90,89,9,0,4,0,100,76,0,0,0,0,0,0,0,9,0,4,0,0,92,94,99,13,89,82,81,76,0,MA PD,2015
H1036,0,81,96,97,0,73,66,79,56,99,96,96,0.98,62,74,97,86,63,75,74,39,57,10,83,76,87,88,87,87,19,0,7,0,98,89,0,0,0,0,1.5,88,0,19,0,7,0,0,86,91,98,4,90,78,80,73,57.4,MA PD,2015
H1045,0,69,95,94,0,52,72,81,55,91,85,74,0.87,40,65,92,77,52,69,65,39,62,10,87,74,90,89,89,87,33,0,12,0,99,84,0,0,0,0,0,75,0,33,0,12,0,0,89,92,99,13,88,82,83,73,54.7,MA PD,2015
H1080,0,65,92,90,0,66,68,78,46,91,85,68,0.87,27,54,89,71,53,59,72,34,62,10,84,76,86,84,80,86,31,0,38,0,97,98,0,0,0,0,1.3,0,0,31,0,38,0,0,81,89,98,13,82,78,79,75,33.6,MA PD,2015
H1099,0,75,91,93,0,77,64,79,53,96,0,0,0,21,72,88,89,59,74,82,32,57,11,87,77,91,87,88,86,13,0,5,0,95,96,0,0,0,0,0,0,0,13,0,5,0,0,84,92,98,10,84,78,80,74,0,MA PD,2015
H1108,0,52,79,85,0,62,68,80,49,90,90,82,0.9,7,64,91,59,42,48,75,33,77,10,81,71,87,85,87,84,14,0,12,0,99,0,0,0,0,0,0,0,0,14,0,12,0,0,85,90,99,19,80,70,73,66,60.6,MA PD,2015
H1109,0,62,91,92,0,69,68,82,57,94,0,0,0,0,69,94,85,59,68,90,34,61,10,85,74,87,84,83,86,26,0,23,0,84,0,0,0,0,0,0,0,0,26,0,23,0,0,84,92,99,10,82,70,76,68,0,MA PD,2015
H1111,0,54,85,84,0,64,66,75,52,91,0,0,0,8,56,89,64,43,56,71,30,66,11,82,73,90,85,83,82,38,0,28,0,96,89,0,0,0,0,0,0,0,38,0,28,0,0,83,91,98,16,85,69,71,65,0,MA PD,2015
H1112,0,57,88,88,0,56,69,78,54,85,77,40,0.75,21,62,92,71,48,50,72,30,57,12,81,75,86,84,82,85,32,0,20,0,94,97,0,0,0,0,6.1,73,0,32,0,20,0,0,84,87,99,9,86,65,68,63,0,MA PD,2015
H1170,0,85,97,96,0,77,73,77,59,100,97,97,0.99,72,81,98,89,73,82,83,36,63,8,84,79,89,89,91,89,52,0,3,0,100,88,0,0,0,0,0,0,0,52,0,3,0,0,91,94,100,6,88,75,79,72,88.6,MA PD,2015
H1230,0,85,99,98,0,80,69,80,53,99,0,0,0,76,83,96,92,84,89,81,28,59,8,83,80,89,89,91,87,11,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,90,94,99,7,90,79,82,79,0,MA PD,2015
H1264,0,53,90,92,0,70,64,73,51,85,77,56,0.77,26,59,94,61,46,52,71,0,61,10,75,70,84,83,83,84,41,0,22,0,95,98,0,0,0,0,0,72,0,41,0,22,0,0,85,88,99,7,91,67,71,63,0,MA PD,2015
